reference	ref_length	mean_coverage	std_coverage	pct_covered
kraken:taxid|371907	18734	0.15	2.76	0.30
kraken:taxid|371917	16905	0.03	0.63	0.20
kraken:taxid|371922	16854	0.03	0.80	0.16
kraken:taxid|37200	24922	0.09	2.58	0.13
kraken:taxid|372289	16812	0.03	0.58	0.20
kraken:taxid|37245	67808	0.18	4.06	1.40
kraken:taxid|3726	258426	0.02	1.58	0.14
kraken:taxid|37293	16469	0.00	0.12	0.16
kraken:taxid|37310	115146	0.00	0.12	0.04
kraken:taxid|37318	40380	0.00	0.03	0.07
kraken:taxid|373251	16617	0.03	0.81	0.18
kraken:taxid|373304	16557	0.02	0.59	0.18
kraken:taxid|37334	538434	0.00	0.06	0.03
kraken:taxid|373805	161960	0.00	0.03	0.02
kraken:taxid|37399	171891	0.02	1.13	0.10
kraken:taxid|37420	107730	0.00	0.23	0.04
kraken:taxid|374649	17871	0.00	0.09	0.22
kraken:taxid|3747	285543	0.00	0.07	0.10
kraken:taxid|375087	16000	0.01	0.15	0.42
kraken:taxid|37588	16493	0.04	0.44	0.77
kraken:taxid|37598	16801	0.01	0.07	0.52
kraken:taxid|37657	253413	0.00	0.02	0.04
kraken:taxid|37696	16629	0.22	5.04	0.19
kraken:taxid|37699	15923	0.06	1.28	0.24
kraken:taxid|37727	35438	0.90	7.84	6.03
kraken:taxid|37751	16432	0.00	0.09	0.22
kraken:taxid|377938	14950	0.01	0.12	0.17
kraken:taxid|378308	15186	0.18	4.15	0.20
kraken:taxid|378359	15601	0.13	2.78	0.29
kraken:taxid|378393	15178	0.00	0.07	0.48
kraken:taxid|37992	129366	0.08	2.24	1.30
kraken:taxid|37997	32316	0.00	0.05	0.20
kraken:taxid|37998	28081	0.09	0.87	1.93
kraken:taxid|38005	34698	0.00	0.06	0.08
kraken:taxid|380052	15866	0.00	0.04	0.18
kraken:taxid|38006	38316	0.01	0.34	0.37
kraken:taxid|38038	68729	0.01	0.15	0.19
kraken:taxid|380486	412594	0.37	44.61	0.06
kraken:taxid|380660	115936	0.02	1.05	0.20
kraken:taxid|380665	114236	0.02	0.52	0.38
kraken:taxid|38082	28031	0.00	0.09	0.10
kraken:taxid|38086	14713	0.19	1.92	1.01
kraken:taxid|381031	16928	0.00	0.08	0.16
kraken:taxid|381039	16886	0.01	0.21	0.17
kraken:taxid|381046	23584	0.00	0.04	0.14
kraken:taxid|38111	16047	0.16	3.73	0.30
kraken:taxid|381110	16839	0.00	0.04	0.18
kraken:taxid|381124	569630	3.20	419.67	0.12
kraken:taxid|381598	16598	0.00	0.05	0.21
kraken:taxid|381861	16856	0.00	0.05	0.23
kraken:taxid|381881	16783	0.00	0.08	0.16
kraken:taxid|382522	281056	0.00	0.25	0.02
kraken:taxid|38265	28895	0.04	1.15	0.38
kraken:taxid|38269	36046	0.05	0.53	1.01
kraken:taxid|38271	34087	0.16	2.50	0.54
kraken:taxid|3830	533955	0.00	0.10	0.14
kraken:taxid|383858	14974	0.00	0.09	0.19
kraken:taxid|383872	186056	0.00	0.09	0.18
kraken:taxid|384386	16317	0.06	1.32	0.51
kraken:taxid|38448	159648	1.93	125.14	0.67
kraken:taxid|384598	16502	0.01	0.13	0.20
kraken:taxid|3848	402545	0.00	0.21	0.03
kraken:taxid|384841	16191	0.00	0.08	0.18
kraken:taxid|385035	17170	0.01	0.31	0.15
kraken:taxid|38544	25198	0.00	0.03	0.12
kraken:taxid|38569	14856	0.00	0.09	0.20
kraken:taxid|38596	352069	0.01	0.45	0.06
kraken:taxid|386110	14402	0.01	0.21	0.18
kraken:taxid|38620	17265	0.00	0.04	0.18
kraken:taxid|38626	16357	0.02	0.48	0.16
kraken:taxid|386457	103147	0.06	3.59	0.14
kraken:taxid|386524	16858	0.01	0.12	1.44
kraken:taxid|3866	785831	0.00	0.02	0.01
kraken:taxid|386631	25150	0.02	0.52	0.11
kraken:taxid|387005	13672	0.01	0.17	0.19
kraken:taxid|387291	1122546	0.00	0.16	0.03
kraken:taxid|38742	15582	0.00	0.04	0.19
kraken:taxid|38744	14072	0.00	0.04	0.18
kraken:taxid|38775	17381	0.32	7.38	0.20
kraken:taxid|387810	17952	0.01	0.10	0.55
kraken:taxid|387827	17749	0.01	0.17	0.19
kraken:taxid|3879	290285	0.04	4.09	0.01
kraken:taxid|3885	395516	0.00	0.01	0.01
kraken:taxid|388629	14853	0.01	0.26	0.36
kraken:taxid|388630	16389	0.00	0.08	0.17
kraken:taxid|38881	84583	0.00	0.18	0.10
kraken:taxid|388913	31375	0.04	0.73	0.58
kraken:taxid|3891	438707	0.00	0.02	0.03
kraken:taxid|38934	17743	0.05	0.99	0.33
kraken:taxid|38945	88508	1.06	55.94	0.22
kraken:taxid|389665	258879	0.08	3.38	0.19
kraken:taxid|3897	484916	0.00	0.06	0.02
kraken:taxid|390042	16153	0.00	0.08	0.17
kraken:taxid|39026	165603	0.00	0.06	0.04
kraken:taxid|39042	16527	0.06	1.40	0.21
kraken:taxid|390697	92261	0.00	0.09	0.11
kraken:taxid|390850	17053	0.00	0.12	0.16
kraken:taxid|390973	17511	0.01	0.16	0.78
kraken:taxid|390975	18736	0.00	0.07	0.46
kraken:taxid|3914	404466	0.00	0.01	0.01
kraken:taxid|391825	77153	0.01	0.30	0.04
kraken:taxid|391826	46389	0.00	0.13	0.14
kraken:taxid|392300	70177	0.26	3.47	1.08
kraken:taxid|39277	15704	0.01	0.19	0.35
kraken:taxid|392929	16582	0.02	0.52	0.22
kraken:taxid|393283	69529	0.29	3.80	2.16
kraken:taxid|39329	355345	0.02	0.30	0.44
kraken:taxid|39342	15719	0.20	4.30	0.43
kraken:taxid|39358	297777	0.02	0.28	0.60
kraken:taxid|39368	15762	0.17	4.15	0.19
kraken:taxid|39384	15696	0.02	0.43	0.18
kraken:taxid|394708	16779	0.00	0.04	0.16
kraken:taxid|395010	23743	0.25	2.71	7.87
kraken:taxid|395014	16524	0.01	0.14	0.21
kraken:taxid|395577	19349	0.01	0.11	0.28
kraken:taxid|395966	16030	0.07	1.45	0.28
kraken:taxid|395991	16396	0.00	0.12	0.16
kraken:taxid|39617	16907	0.00	0.09	0.34
kraken:taxid|396313	548608	0.00	0.09	0.09
kraken:taxid|39638	16775	0.00	0.04	0.18
kraken:taxid|39655	16632	0.31	7.45	0.17
kraken:taxid|396721	15197	0.00	0.09	0.19
kraken:taxid|3972	565432	0.00	0.09	0.07
kraken:taxid|397272	474330	0.00	0.16	0.13
kraken:taxid|397392	527575	0.00	0.03	0.07
kraken:taxid|3983	682840	0.00	0.05	0.10
kraken:taxid|398434	15189	0.00	0.06	0.36
kraken:taxid|39848	262903	0.00	0.07	0.10
kraken:taxid|398673	29303	0.02	0.19	0.79
kraken:taxid|3988	502773	0.00	0.08	0.14
kraken:taxid|39946	491515	0.00	0.04	0.04
kraken:taxid|39947	490520	0.00	0.01	0.01
kraken:taxid|39966	102752	0.10	3.50	0.32
kraken:taxid|399715	225612	0.01	0.21	0.13
kraken:taxid|40145	76037	0.02	0.39	0.37
kraken:taxid|40157	16813	0.00	0.08	0.16
kraken:taxid|401703	32661	0.01	0.38	0.19
kraken:taxid|402416	16296	0.00	0.08	0.17
kraken:taxid|403091	741811	0.00	0.12	0.07
kraken:taxid|40370	15984	0.13	2.98	0.19
kraken:taxid|40382	33007	0.29	3.69	4.03
kraken:taxid|40442	87967	0.01	0.22	0.42
kraken:taxid|4045	371275	0.00	0.08	0.01
kraken:taxid|4047	82926	0.01	0.15	0.18
kraken:taxid|40472	172449	0.00	0.02	0.05
kraken:taxid|40490	69423	0.04	1.43	0.13
kraken:taxid|405751	57829	1.61	31.94	1.20
kraken:taxid|406260	16100	0.00	0.05	0.24
kraken:taxid|40692	19374	0.00	0.12	0.16
kraken:taxid|40697	15129	0.00	0.04	0.20
kraken:taxid|4072	511530	0.04	0.43	1.45
kraken:taxid|4079	501401	0.02	0.33	0.45
kraken:taxid|4081	446257	0.00	0.26	0.06
kraken:taxid|40816	16649	0.00	0.09	0.19
kraken:taxid|409288	16803	0.16	3.89	0.35
kraken:taxid|4097	430597	0.00	0.01	0.01
kraken:taxid|409893	73562	0.00	0.05	0.12
kraken:taxid|409996	15894	0.01	0.13	0.20
kraken:taxid|41061	30342	0.04	0.30	2.93
kraken:taxid|41062	29519	3.39	17.68	16.25
kraken:taxid|4111	482343	0.01	0.30	0.30
kraken:taxid|411519	16759	0.01	0.24	0.41
kraken:taxid|411522	16754	0.01	0.18	0.21
kraken:taxid|4120	257880	0.00	0.09	0.08
kraken:taxid|412653	17209	0.01	0.07	0.52
kraken:taxid|412660	18365	0.00	0.04	0.14
kraken:taxid|413952	312146	0.01	0.14	0.34
kraken:taxid|414042	167464	0.00	0.01	0.01
kraken:taxid|41426	16719	0.01	0.09	0.35
kraken:taxid|41456	33862	0.02	0.74	0.10
kraken:taxid|414801	16478	0.00	0.04	0.13
kraken:taxid|414892	16824	0.01	0.10	0.48
kraken:taxid|414978	18997	0.01	0.19	0.15
kraken:taxid|415140	15575	0.00	0.04	0.17
kraken:taxid|4155	525671	0.01	0.16	0.42
kraken:taxid|41568	210932	0.00	0.01	0.01
kraken:taxid|416167	15546	0.00	0.08	0.18
kraken:taxid|416442	46808	0.00	0.04	0.18
kraken:taxid|416830	37627	0.08	1.28	0.39
kraken:taxid|416868	15180	0.00	0.04	0.18
kraken:taxid|418086	28524	0.01	0.14	0.20
kraken:taxid|41834	228021	0.00	0.01	0.01
kraken:taxid|41875	43614	0.02	0.19	1.08
kraken:taxid|41880	24321	0.04	0.80	0.60
kraken:taxid|41882	42424	0.08	2.24	0.57
kraken:taxid|41888	51196	72.66	2737.15	0.63
kraken:taxid|418985	15009	0.01	0.21	0.17
kraken:taxid|41956	62233	0.00	0.11	0.17
kraken:taxid|419690	16940	0.54	8.36	1.36
kraken:taxid|41984	29685	0.29	2.88	4.08
kraken:taxid|420096	17885	0.00	0.09	0.20
kraken:taxid|420097	17630	0.01	0.19	0.15
kraken:taxid|420386	17451	0.00	0.04	0.18
kraken:taxid|420416	17215	0.01	0.20	0.16
kraken:taxid|42068	35626	0.00	0.03	0.11
kraken:taxid|42100	16319	0.00	0.08	0.16
kraken:taxid|421442	16196	0.05	1.03	0.27
kraken:taxid|42157	13744	0.04	0.57	0.60
kraken:taxid|4217	312598	0.00	0.17	0.02
kraken:taxid|4218	312609	0.00	0.20	0.01
kraken:taxid|42229	389709	0.00	0.02	0.01
kraken:taxid|42258	24335	0.00	0.03	0.12
kraken:taxid|4232	300945	0.00	0.33	0.02
kraken:taxid|4233	281287	0.01	0.57	0.07
kraken:taxid|42337	183061	0.00	0.09	0.03
kraken:taxid|42345	715001	0.00	0.09	0.15
kraken:taxid|423526	15652	0.01	0.12	0.17
kraken:taxid|4236	363324	0.00	0.02	0.01
kraken:taxid|42368	62509	0.05	0.97	1.04
kraken:taxid|42429	15571	0.00	0.04	0.19
kraken:taxid|425177	190559	0.06	3.40	0.21
kraken:taxid|425646	17047	0.04	0.50	1.21
kraken:taxid|425828	573177	0.00	0.12	0.17
kraken:taxid|426020	15242	0.00	0.08	0.18
kraken:taxid|426698	15975	0.00	0.04	0.18
kraken:taxid|42746	48663	0.00	0.02	0.06
kraken:taxid|427616	16094	0.02	0.38	0.26
kraken:taxid|427695	17879	0.01	0.18	0.38
kraken:taxid|427734	18329	0.00	0.08	0.17
kraken:taxid|427767	100252	0.00	0.02	0.03
kraken:taxid|42805	109050	0.00	0.05	0.10
kraken:taxid|42863	16776	0.37	5.67	0.63
kraken:taxid|429752	16801	0.01	0.30	0.18
kraken:taxid|43041	14967	0.00	0.05	0.21
kraken:taxid|43049	65147	0.00	0.02	0.05
kraken:taxid|430498	146101	0.01	0.16	0.23
kraken:taxid|43061	15387	0.00	0.08	0.17
kraken:taxid|430669	15536	0.01	0.21	0.35
kraken:taxid|4307	1045106	0.05	8.78	0.03
kraken:taxid|43163	17959	0.58	14.26	0.38
kraken:taxid|43179	16458	0.01	0.12	0.17
kraken:taxid|43186	93065	0.01	0.32	0.03
kraken:taxid|432356	16712	0.00	0.09	0.20
kraken:taxid|432399	16523	0.00	0.04	0.18
kraken:taxid|43258	16645	0.00	0.09	0.22
kraken:taxid|432641	206722	0.00	0.10	0.17
kraken:taxid|433272	15696	0.00	0.08	0.30
kraken:taxid|43335	838420	0.00	0.01	0.00
kraken:taxid|433628	19087	0.00	0.08	0.28
kraken:taxid|433629	16778	0.01	0.07	0.54
kraken:taxid|433634	16542	0.02	0.21	1.23
kraken:taxid|43388	16847	0.02	0.39	0.16
kraken:taxid|434039	46389	0.00	0.06	0.09
kraken:taxid|434042	39443	0.01	0.35	0.07
kraken:taxid|43455	16779	0.00	0.09	0.21
kraken:taxid|434756	13686	0.00	0.05	0.22
kraken:taxid|435147	16454	0.03	0.41	0.61
kraken:taxid|435638	17446	0.00	0.06	0.33
kraken:taxid|43581	17821	0.20	5.23	0.18
kraken:taxid|436002	16571	0.00	0.04	0.17
kraken:taxid|436352	14857	0.00	0.04	0.18
kraken:taxid|43653	16703	0.02	0.36	0.26
kraken:taxid|43700	16622	0.03	0.74	0.17
kraken:taxid|437145	15390	0.00	0.04	0.17
kraken:taxid|437488	15388	0.06	1.17	0.25
kraken:taxid|4392	298961	0.05	3.17	0.05
kraken:taxid|43926	38791	0.00	0.04	0.13
kraken:taxid|439358	17209	0.01	0.25	0.32
kraken:taxid|43943	69371	0.00	0.05	0.09
kraken:taxid|439689	344184	0.01	0.18	0.33
kraken:taxid|44058	55968	0.00	0.05	0.06
kraken:taxid|44074	49739	0.00	0.07	0.05
kraken:taxid|44077	37684	0.00	0.05	0.07
kraken:taxid|441892	38854	0.00	0.16	0.07
kraken:taxid|442004	15259	0.00	0.04	0.18
kraken:taxid|4432	524797	0.47	64.90	0.01
kraken:taxid|443222	638482	0.00	0.02	0.01
kraken:taxid|4436	403930	0.00	0.01	0.01
kraken:taxid|443711	16866	0.02	0.55	0.18
kraken:taxid|443798	16623	0.00	0.04	0.19
kraken:taxid|444149	17405	0.01	0.21	0.34
kraken:taxid|4442	707441	0.00	0.01	0.01
kraken:taxid|44489	16439	0.00	0.08	0.17
kraken:taxid|445213	16189	0.01	0.20	0.16
kraken:taxid|44530	16499	0.00	0.04	0.19
kraken:taxid|445775	17358	0.00	0.08	0.14
kraken:taxid|445777	17675	0.01	0.10	0.42
kraken:taxid|44588	573154	0.01	0.25	0.50
kraken:taxid|445995	54084	0.01	0.15	0.79
kraken:taxid|446483	15367	0.02	0.16	1.00
kraken:taxid|44689	55564	0.00	0.04	0.05
kraken:taxid|44745	124604	0.03	1.69	0.15
kraken:taxid|448084	16738	0.00	0.05	0.21
kraken:taxid|449367	16893	0.12	2.28	0.56
kraken:taxid|449384	16874	0.08	2.06	0.18
kraken:taxid|44941	97350	0.00	0.02	0.03
kraken:taxid|44947	399263	0.00	0.08	0.09
kraken:taxid|449594	17284	0.24	5.91	0.16
kraken:taxid|4500	548445	0.01	0.23	0.28
kraken:taxid|450940	922518	0.00	0.01	0.00
kraken:taxid|450991	14616	0.04	0.58	0.60
kraken:taxid|45130	137775	0.01	0.37	0.28
kraken:taxid|451380	14023	0.01	0.34	0.19
kraken:taxid|451527	684857	0.01	0.28	0.21
kraken:taxid|45157	32211	0.00	0.07	0.26
kraken:taxid|45171	203077	0.00	0.05	0.13
kraken:taxid|452070	16897	0.00	0.09	0.20
kraken:taxid|452749	15573	0.01	0.12	0.17
kraken:taxid|45325	594390	0.01	0.41	0.12
kraken:taxid|45342	95191	0.06	1.51	0.65
kraken:taxid|4545	447463	0.01	0.17	0.27
kraken:taxid|4547	300784	0.00	0.03	0.03
kraken:taxid|45473	16512	0.00	0.04	0.18
kraken:taxid|4550	268339	0.00	0.10	0.07
kraken:taxid|45577	38445	0.02	0.41	0.45
kraken:taxid|4558	468628	0.00	0.03	0.02
kraken:taxid|45599	48347	0.08	3.05	0.12
kraken:taxid|4563	704100	0.23	31.90	0.04
kraken:taxid|456388	17059	0.50	5.34	3.55
kraken:taxid|45639	16639	0.01	0.17	0.19
kraken:taxid|4565	452526	0.23	1.08	7.03
kraken:taxid|456999	235849	0.01	0.25	0.52
kraken:taxid|4570	443419	0.01	0.17	0.43
kraken:taxid|457120	44168	0.00	0.10	0.06
kraken:taxid|457650	19292	0.60	15.08	0.21
kraken:taxid|457770	196604	0.01	0.19	0.49
kraken:taxid|45779	15306	0.00	0.08	0.18
kraken:taxid|457868	18473	0.12	2.40	0.57
kraken:taxid|45799	16871	0.01	0.08	0.72
kraken:taxid|4580	570354	8.57	1066.73	0.07
kraken:taxid|458187	16705	0.00	0.04	0.19
kraken:taxid|458196	17267	0.00	0.08	0.17
kraken:taxid|458696	720306	0.00	0.04	0.02
kraken:taxid|459761	16707	0.02	0.25	0.53
kraken:taxid|460135	15330	0.00	0.04	0.17
kraken:taxid|460222	16768	0.01	0.26	0.18
kraken:taxid|460528	13632	0.09	1.99	0.29
kraken:taxid|460617	16680	0.01	0.10	0.25
kraken:taxid|461137	15244	0.02	0.34	0.36
kraken:taxid|461143	36940	0.00	0.05	0.20
kraken:taxid|461172	37226	0.08	0.68	3.02
kraken:taxid|461239	16986	0.23	5.61	0.38
kraken:taxid|461259	16790	0.00	0.04	0.18
kraken:taxid|461633	555117	0.00	0.05	0.09
kraken:taxid|461710	16629	0.11	0.92	1.35
kraken:taxid|46218	16687	0.01	0.18	0.41
kraken:taxid|462866	16464	0.00	0.09	0.19
kraken:taxid|463046	49742	0.02	0.71	0.20
kraken:taxid|463165	16947	0.11	2.15	0.84
kraken:taxid|463315	41061	0.01	0.16	0.32
kraken:taxid|463521	17407	0.00	0.04	0.20
kraken:taxid|463580	156050	0.00	0.03	0.04
kraken:taxid|463830	15151	0.00	0.04	0.20
kraken:taxid|464258	37769	0.02	0.62	0.24
kraken:taxid|465791	16799	0.01	0.17	0.18
kraken:taxid|466049	16820	0.01	0.12	0.18
kraken:taxid|46685	13977	0.01	0.22	0.19
kraken:taxid|466936	60995	0.00	0.03	0.10
kraken:taxid|467010	16193	0.00	0.08	0.16
kraken:taxid|46761	18767	0.08	1.86	0.20
kraken:taxid|4679	316363	0.01	0.22	0.44
kraken:taxid|46835	14478	0.00	0.08	0.18
kraken:taxid|468512	16891	0.02	0.31	0.51
kraken:taxid|4686	492062	0.00	0.08	0.11
kraken:taxid|468837	25919	0.07	1.52	0.52
kraken:taxid|468846	198476	0.00	0.11	0.02
kraken:taxid|468936	52388	0.00	0.02	0.05
kraken:taxid|47064	416511	0.00	0.02	0.01
kraken:taxid|471132	17074	1.01	25.14	0.19
kraken:taxid|471140	16936	0.00	0.09	0.31
kraken:taxid|471577	16602	0.07	1.64	0.17
kraken:taxid|47236	179060	0.00	0.05	0.07
kraken:taxid|472368	510519	0.01	0.17	0.26
kraken:taxid|472762	16298	0.00	0.09	0.20
kraken:taxid|472890	19253	0.01	0.28	0.29
kraken:taxid|472989	16694	0.00	0.10	0.23
kraken:taxid|473018	45176	0.02	0.40	0.24
kraken:taxid|473035	62609	0.00	0.10	0.05
kraken:taxid|473037	99200	0.00	0.04	0.03
kraken:taxid|47316	16017	0.01	0.16	0.27
kraken:taxid|47425	116433	0.01	0.14	0.89
kraken:taxid|474308	14125	0.01	0.17	0.18
kraken:taxid|47573	34119	0.06	1.85	0.58
kraken:taxid|475776	16692	0.00	0.06	0.40
kraken:taxid|47662	56885	0.03	0.75	0.59
kraken:taxid|47695	16866	0.00	0.06	0.33
kraken:taxid|4770	46930	0.00	0.11	0.20
kraken:taxid|47721	73678	0.00	0.08	0.04
kraken:taxid|47773	15936	0.00	0.04	0.14
kraken:taxid|478072	104638	0.00	0.04	0.04
kraken:taxid|4781	38944	0.03	0.43	0.80
kraken:taxid|478208	16089	0.02	0.39	0.19
kraken:taxid|478253	15954	0.02	0.41	0.17
kraken:taxid|4784	38427	0.01	0.09	0.49
kraken:taxid|4785	39230	0.00	0.03	0.07
kraken:taxid|4787	37957	0.00	0.03	0.08
kraken:taxid|478820	28382	0.00	0.05	0.22
kraken:taxid|479092	35173	0.00	0.16	0.10
kraken:taxid|4793	37510	0.01	0.25	0.08
kraken:taxid|479586	17632	0.00	0.04	0.15
kraken:taxid|479640	18865	0.00	0.04	0.16
kraken:taxid|479641	20658	0.01	0.14	0.13
kraken:taxid|479977	15153	0.00	0.04	0.18
kraken:taxid|48086	17042	0.01	0.20	0.45
kraken:taxid|48100	55858	0.04	0.59	1.02
kraken:taxid|481310	14150	9.71	205.55	26.93
kraken:taxid|48135	388249	0.01	0.17	0.28
kraken:taxid|48155	17937	0.00	0.04	0.14
kraken:taxid|48171	16898	0.00	0.04	0.19
kraken:taxid|481839	16260	0.38	9.29	0.20
kraken:taxid|481883	17462	0.01	0.17	0.18
kraken:taxid|48194	16828	0.01	0.23	0.36
kraken:taxid|482377	67683	0.01	0.36	0.08
kraken:taxid|482537	16748	0.00	0.08	0.17
kraken:taxid|48254	45193	0.00	0.02	0.06
kraken:taxid|4829	63080	0.02	0.71	0.09
kraken:taxid|482968	346363	0.96	48.58	0.15
kraken:taxid|483037	14950	0.01	0.26	0.19
kraken:taxid|483259	14965	0.06	1.34	0.19
kraken:taxid|483437	36593	0.00	0.14	0.08
kraken:taxid|4837	62082	0.00	0.05	0.10
kraken:taxid|483707	70079	0.30	6.46	1.05
kraken:taxid|48387	242410	0.00	0.12	0.01
kraken:taxid|48396	17096	0.00	0.05	0.22
kraken:taxid|48399	16883	0.03	0.50	0.39
kraken:taxid|48416	16833	0.04	0.80	0.78
kraken:taxid|48420	16541	0.00	0.04	0.16
kraken:taxid|48435	16908	0.08	1.25	0.83
kraken:taxid|48483	69034	0.49	12.24	1.06
kraken:taxid|48490	67109	0.01	0.20	0.19
kraken:taxid|48545	682498	0.00	0.09	0.07
kraken:taxid|486490	13281	0.01	0.27	0.42
kraken:taxid|48683	16434	0.00	0.07	0.44
kraken:taxid|486976	15424	0.01	0.18	0.19
kraken:taxid|48703	82766	0.03	0.60	0.46
kraken:taxid|48708	16347	0.07	1.58	0.18
kraken:taxid|48709	15728	0.00	0.12	0.17
kraken:taxid|48742	16346	0.00	0.10	0.24
kraken:taxid|487618	16620	0.00	0.06	0.42
kraken:taxid|48799	13839	0.00	0.04	0.20
kraken:taxid|488216	302229	0.00	0.05	0.14
kraken:taxid|48827	14846	0.01	0.25	0.22
kraken:taxid|48849	16802	0.01	0.12	0.62
kraken:taxid|48890	16824	0.11	2.87	0.15
kraken:taxid|4896	19433	0.01	0.14	0.54
kraken:taxid|4897	80059	0.03	1.16	0.08
kraken:taxid|48970	26202	0.00	0.03	0.12
kraken:taxid|4899	44227	0.00	0.07	0.05
kraken:taxid|4903	41644	0.00	0.06	0.14
kraken:taxid|490595	20677	0.00	0.10	0.15
kraken:taxid|490875	16297	0.01	0.14	0.23
kraken:taxid|4909	51126	0.03	0.48	0.53
kraken:taxid|4911	46256	0.00	0.13	0.17
kraken:taxid|491253	78529	0.24	6.05	0.93
kraken:taxid|49224	32763	0.05	1.23	0.26
kraken:taxid|49227	369673	0.00	0.02	0.04
kraken:taxid|49265	51728	0.00	0.10	0.06
kraken:taxid|492764	15413	0.00	0.04	0.17
kraken:taxid|4929	31070	0.01	0.16	0.55
kraken:taxid|4931	64736	0.00	0.06	0.08
kraken:taxid|4932	78917	0.04	0.33	2.06
kraken:taxid|49330	42180	0.01	0.14	0.20
kraken:taxid|4934	51679	0.44	8.86	0.48
kraken:taxid|493452	38532	0.01	0.10	0.37
kraken:taxid|4944	57302	0.14	6.58	0.05
kraken:taxid|49451	394341	0.01	0.34	0.23
kraken:taxid|4950	28793	0.01	0.17	0.35
kraken:taxid|495162	17134	0.78	8.98	2.40
kraken:taxid|4952	47916	0.01	0.25	0.49
kraken:taxid|4959	29462	0.06	0.33	4.24
kraken:taxid|495945	17464	0.17	3.70	0.22
kraken:taxid|496092	16708	0.00	0.04	0.19
kraken:taxid|496678	367287	0.00	0.26	0.07
kraken:taxid|496997	131365	0.00	0.12	0.12
kraken:taxid|496998	121288	0.00	0.19	0.04
kraken:taxid|497107	62593	0.01	0.12	0.27
kraken:taxid|497108	29672	0.01	0.34	0.09
kraken:taxid|49762	103830	0.01	0.15	0.23
kraken:taxid|497867	17549	0.00	0.10	0.25
kraken:taxid|4979	26444	0.22	2.48	4.54
kraken:taxid|49840	494369	0.00	0.07	0.01
kraken:taxid|499232	15448	0.00	0.07	0.47
kraken:taxid|499927	16353	0.04	0.84	0.19
kraken:taxid|500102	18439	0.00	0.08	0.17
kraken:taxid|50023	13075	0.01	0.15	0.36
kraken:taxid|50028	13091	0.00	0.10	0.23
kraken:taxid|500403	16085	0.03	0.62	0.26
kraken:taxid|50041	47158	0.00	0.06	0.09
kraken:taxid|50047	16639	0.00	0.04	0.16
kraken:taxid|5007	76453	0.07	3.29	0.36
kraken:taxid|501954	15261	0.01	0.12	0.17
kraken:taxid|501957	15224	0.00	0.09	0.18
kraken:taxid|50236	450826	0.00	0.09	0.09
kraken:taxid|50253	16822	0.00	0.05	0.23
kraken:taxid|50365	16737	0.05	0.59	0.75
kraken:taxid|50381	55598	0.55	20.47	1.56
kraken:taxid|5039	51210	0.00	0.04	0.20
kraken:taxid|50392	16905	0.02	0.41	0.34
kraken:taxid|50398	16940	0.00	0.06	0.37
kraken:taxid|50402	16808	0.00	0.04	0.17
kraken:taxid|504069	18525	0.00	0.04	0.14
kraken:taxid|504299	16776	0.02	0.27	0.45
kraken:taxid|504300	16754	0.01	0.12	0.98
kraken:taxid|5044	27266	0.16	2.33	2.45
kraken:taxid|504439	18725	0.97	23.27	0.19
kraken:taxid|50452	323159	0.00	0.05	0.01
kraken:taxid|5047	96156	0.04	2.06	0.14
kraken:taxid|5050	85326	0.00	0.07	0.13
kraken:taxid|505711	67656	0.65	8.53	2.73
kraken:taxid|5059	31602	0.20	2.15	3.67
kraken:taxid|5061	31103	0.77	9.07	7.76
kraken:taxid|50613	16627	0.27	6.21	0.23
kraken:taxid|5067	29141	0.07	0.74	2.74
kraken:taxid|5068	33656	1.01	8.76	8.23
kraken:taxid|507597	16357	0.00	0.05	0.21
kraken:taxid|507598	16682	0.01	0.14	0.21
kraken:taxid|507599	16682	0.00	0.04	0.19
kraken:taxid|507600	16603	0.02	0.22	0.53
kraken:taxid|5077	27537	3.44	16.40	27.90
kraken:taxid|5082	29908	1.39	11.20	13.63
kraken:taxid|5083	28301	1.93	10.66	17.48
kraken:taxid|509175	16191	0.00	0.04	0.16
kraken:taxid|509179	15308	0.00	0.08	0.18
kraken:taxid|509180	15301	1.11	21.28	0.39
kraken:taxid|509906	17664	0.00	0.04	0.16
kraken:taxid|51020	379922	0.00	0.11	0.04
kraken:taxid|51028	14003	0.02	0.36	0.27
kraken:taxid|510302	14113	0.05	1.20	0.20
kraken:taxid|51040	15686	0.00	0.04	0.17
kraken:taxid|510516	29202	0.06	0.66	2.50
kraken:taxid|511114	15442	0.00	0.08	0.17
kraken:taxid|5113	84630	0.01	0.55	0.14
kraken:taxid|51221	103090	0.09	2.63	0.55
kraken:taxid|51276	216786	0.01	0.50	0.16
kraken:taxid|51324	56761	0.00	0.07	0.19
kraken:taxid|51359	16832	0.03	0.39	0.61
kraken:taxid|51453	42130	0.14	1.86	1.55
kraken:taxid|515354	15765	0.02	0.53	0.20
kraken:taxid|5158	103403	0.06	3.27	0.16
kraken:taxid|516032	13424	0.01	0.31	0.19
kraken:taxid|51655	16014	0.00	0.04	0.16
kraken:taxid|51657	37016	0.00	0.03	0.08
kraken:taxid|51660	107123	0.00	0.09	0.05
kraken:taxid|517384	43443	0.00	0.05	0.06
kraken:taxid|517775	73622	0.00	0.02	0.04
kraken:taxid|51805	14368	0.01	0.17	0.18
kraken:taxid|518787	16499	1.79	43.47	0.18
