rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
VYXB01002727.1	1	2409	33	453	18.8045	0.77418	39.7	10.5
VYXB01002728.1	1	180126	1358	38594	21.4261	0.479875	39.4	17.2
VYXB01002729.1	1	15434	1887	2210	14.319	6.8583	39.2	12.5
VYXB01002730.1	1	161510	1461	43076	26.6708	0.610346	39.6	17.2
VYXB01002731.1	1	3272	263	437	13.3557	4.69774	39.5	2.48
VYXB01002732.1	1	226033	2428	71121	31.4649	0.700699	39.5	22.1
VYXB01002733.1	1	811	3	65	8.0148	0.176326	39.2	2.33
VYXB01002734.1	1	292320	14996	72106	24.6668	4.96014	39	4.78
VYXB01002735.1	1	18995	96	3238	17.0466	0.372677	39.6	17.7
VYXB01002736.1	1	27788	271	8918	32.093	0.691306	39.5	26.7
VYXB01002737.1	1	636630	6953	188699	29.6403	0.708884	39.5	19.3
VYXB01002738.1	1	65673	642	20001	30.4554	0.649765	39.5	20.3
VYXB01002739.1	1	8369	19	608	7.26491	0.126419	39.5	8.74
VYXB01002740.1	1	9537	26	817	8.56664	0.161476	39.9	11.9
VYXB01002741.1	1	14034	87	2276	16.2178	0.386205	39	12.8
VYXB01002742.1	1	613	4	40	6.52529	0.261011	39.8	6
VYXB01002743.1	1	1082	2	89	8.22551	0.0887246	40	0
VYXB01002744.1	1	80754	1104	30033	37.1907	0.964262	39.6	23.8
VYXB01002745.1	1	72886	569	16758	22.9921	0.487048	39.5	17.6
VYXB01002746.1	1	891	1	56	6.28507	0.0628507	40	3
VYXB01002747.1	1	219646	2131	65377	29.7647	0.631216	39.5	21.4
VYXB01002748.1	1	7873	61	818	10.3899	0.303188	39.5	1.67
VYXB01002749.1	1	2900	62	1176	40.5517	1.30966	39.5	16
VYXB01002750.1	1	116693	1135	32333	27.7077	0.638684	39.6	18.7
VYXB01002751.1	1	98152	945	22046	22.4611	0.568068	39.1	16.4
VYXB01002752.1	1	213716	4225	53787	25.1675	1.44968	38.7	9.1
VYXB01002753.1	1	120176	1083	27448	22.8398	0.552173	39	17
VYXB01002754.1	1	24794	221	6060	24.4414	0.567113	39.4	14.7
VYXB01002755.1	1	2433	1	33	1.35635	0.0135635	40	0
VYXB01002756.1	1	708	2	79	11.1582	0.111582	40	1
VYXB01002757.1	1	4269	10	482	11.2907	0.191145	39.1	16.2
VYXB01002758.1	1	63572	687	18261	28.7249	0.772195	39.1	14.7
VYXB01002759.1	1	3240	123	571	17.6235	1.4213	35.7	3.42
VYXB01002762.1	1	1882	26	519	27.577	0.712009	39.4	4.85
VYXB01002764.1	1	761	18	153	20.1051	1.05913	39.5	6.56
VYXB01002765.1	1	1594	11	461	28.921	0.413425	39	7.64
VYXB01002766.1	1	3979	47	905	22.7444	0.881126	39	14.2
VYXB01002767.1	1	571	4	127	22.2417	0.371278	39.8	17.2
VYXB01002768.1	1	505	3	36	7.12871	0.213861	34.9	4
VYXB01002769.1	1	5374	9	346	6.43841	0.109974	39.4	2.44
VYXB01002770.1	1	522	1	65	12.4521	0.124521	40	8
VYXB01002771.1	1	5851	42	1289	22.0304	0.487096	39.7	12.2
VYXB01002772.1	1	4366	9	259	5.9322	0.117041	39.5	1
VYXB01002774.1	1	282400	2888	80581	28.5343	0.690729	39.6	19.3
VYXB01002776.1	1	7912	60	1922	24.2922	0.544363	39.4	18.7
VYXB01002778.1	1	2816	31	723	25.6747	0.57848	39.5	9.52
VYXB01002780.1	1	717	29	331	46.1646	2.7099	39.8	5.03
VYXB01002781.1	1	5453	40	1410	25.8573	0.465432	39.9	23.8
VYXB01002782.1	1	511	5	196	38.3562	0.618395	39	20.4
VYXB01002783.1	1	787	1	46	5.84498	0.0584498	40	1
VYXB01002784.1	1	6884	53	1844	26.7868	0.511476	39.6	14.8
VYXB01002786.1	1	607	1	93	15.3213	0.153213	39.3	38
VYXB01002787.1	1	6126	34	754	12.3082	0.345413	39.5	8.47
VYXB01002788.1	1	329617	5755	101228	30.7108	1.05296	39.2	15.1
VYXB01002789.1	1	12223	192	1816	14.8572	1.1741	39.5	0.406
VYXB01002790.1	1	53050	3719	13033	24.5674	4.63943	38	3.9
VYXB01002791.1	1	314658	3418	70272	22.3328	0.844558	39.2	14.3
VYXB01002792.1	1	75441	493	16737	22.1855	0.43137	39.5	18.9
VYXB01002793.1	1	76269	632	21470	28.1504	0.54903	39.5	21.5
VYXB01002794.1	1	100701	688	20877	20.7317	0.485099	39.5	17.6
VYXB01002795.1	1	61432	614	17239	28.0619	0.664849	39.6	16.6
VYXB01002796.1	1	335976	19827	68259	20.3166	5.95835	39	3.27
VYXB01002797.1	1	272265	2762	64461	23.6758	0.64925	39.4	16.5
VYXB01002798.1	1	77833	477	16784	21.5641	0.430383	39.5	21
VYXB01002799.1	1	1090126	11780	316501	29.0334	0.763364	39.4	18.7
VYXB01002800.1	1	978918	36043	224264	22.9094	3.07283	39	5.61
VYXB01002801.1	1	91048	628	18792	20.6397	0.459571	39.5	18.2
VYXB01002802.1	1	12599	22	431	3.42091	0.098103	39.3	8.09
VYXB01002803.1	1	4393	1033	1285	29.2511	18.738	39.2	1.19
VYXB01002805.1	1	1337	5	147	10.9948	0.26552	39.9	10.2
VYXB01002806.1	1	215269	1487	41806	19.4204	0.46146	39.6	17.1
VYXB01002807.1	1	101384	627	20345	20.0673	0.424041	39.5	19.4
VYXB01002808.1	1	99400	778	25862	26.0181	0.54005	39.5	22.6
VYXB01002809.1	1	55417	364	12602	22.7403	0.445134	39.6	21.9
VYXB01002810.1	1	118100	1115	29471	24.9543	0.581685	39.5	15.7
VYXB01002811.1	1	310292	3351	102141	32.9177	0.733467	39.5	23.4
VYXB01002812.1	1	146721	1469	42782	29.1587	0.65677	39.4	20
VYXB01002814.1	1	10751	359	4371	40.6567	2.15273	39.6	10.8
VYXB01002815.1	1	37672	303	3727	9.89329	0.484577	39.3	3.11
VYXB01002816.1	1	175989	1728	55708	31.6543	0.646398	39.5	22.8
VYXB01002817.1	1	304168	2792	87688	28.8288	0.61758	39.5	22
VYXB01002818.1	1	2888669	39462	900678	31.1797	0.930121	38.4	20
VYXB01002819.1	1	1286	13	223	17.3406	0.492224	39.9	1.85
VYXB01002820.1	1	579	3	126	21.7617	0.360967	39.1	40.3
VYXB01002822.1	1	47770	370	9640	20.18	0.462654	39.1	17.1
VYXB01002823.1	1	112524	1120	35423	31.4804	0.670355	39.5	22.1
VYXB01002824.1	1	128436	929	30465	23.72	0.487854	39.5	19.1
VYXB01002825.1	1	90018	716	22586	25.0905	0.518119	39.6	22.1
VYXB01002826.1	1	2195	6	182	8.29157	0.175854	39.1	0.167
VYXB01002827.1	1	2621	12	371	14.1549	0.256772	39.7	22.7
VYXB01002828.1	1	5649	12	334	5.91255	0.116127	38.7	1.67
VYXB01002829.1	1	6173	70	372	6.02624	0.693504	39.3	3.34
VYXB01002830.1	1	14115	63	2281	16.1601	0.268225	39	16.6
VYXB01002831.1	1	7124	53	911	12.7878	0.451572	39.5	4.53
VYXB01002832.1	1	3585	29	499	13.9191	0.540865	39.3	5.76
VYXB01002833.1	1	460	2	78	16.9565	0.330435	39.8	13.5
VYXB01002834.1	1	671	2	119	17.7347	0.177347	39.2	5
VYXB01002835.1	1	419	1	57	13.6038	0.136038	40	0
VYXB01002837.1	1	2867	30	955	33.3101	0.726195	39.7	28.2
VYXB01002838.1	1	2380	29	713	29.958	0.798319	39.5	23.8
VYXB01002839.1	1	58749	598	16179	27.5392	0.610751	39.4	17.2
VYXB01002840.1	1	15728	140	4381	27.8548	0.59677	39.3	17.1
VYXB01002841.1	1	61024	510	17410	28.5298	0.556404	39.6	23.7
VYXB01002843.1	1	4407	3	124	2.81371	0.0417518	39.9	0
VYXB01002844.1	1	25743	343	6536	25.3894	0.714447	39	11.9
VYXB01002845.1	1	740	5	178	24.0541	0.416216	39.9	1.8
VYXB01002846.1	1	2334	5	183	7.84062	0.0959726	39.3	7.4
VYXB01002847.1	1	1521	9	207	13.6095	0.295201	39.7	15
VYXB01002849.1	1	1658	6	145	8.74548	0.202051	40	2.17
VYXB01002850.1	1	8296	344	1399	16.8635	2.62946	39.4	5.25
VYXB01002852.1	1	762	1	42	5.51181	0.0551181	39.2	1
VYXB01002853.1	1	21224	144	5430	25.5842	0.483745	39.4	26
VYXB01002855.1	1	904	1	61	6.74779	0.0674779	33.3	50
VYXB01002856.1	1	444	3	93	20.9459	0.412162	39.7	1
VYXB01002857.1	1	3517547	42017	1128460	32.0809	0.776249	39.3	21.4
VYXB01002859.1	1	9142	96	2637	28.8449	0.705207	39.7	15.3
VYXB01002861.1	1	1176	288	536	45.5782	15.7466	39.4	0.167
VYXB01002862.1	1	802	3	86	10.7232	0.144638	39.7	0
VYXB01002863.1	1	10885	18	232	2.13137	0.0580616	38.6	1.28
VYXB01002865.1	1	26222	279	6351	24.2201	0.662573	39.5	12
VYXB01002866.1	1	103583	871	26807	25.8797	0.551606	39.6	20.3
VYXB01002867.1	1	79477	1033	28582	35.9626	0.820879	39.4	22.4
VYXB01002868.1	1	241036	1830	54836	22.7501	0.491375	39.5	18.6
VYXB01002869.1	1	322876	4046	68525	21.2233	0.836575	38.2	14.7
VYXB01002870.1	1	75237	898	15138	20.1204	0.730053	39.5	11.2
VYXB01002871.1	1	3022	1155	802	26.5387	31.8048	36.9	7.15
VYXB01002872.1	1	672013	9904	181510	27.0099	0.921122	39.2	13.3
VYXB01002873.1	1	133134	960	29708	22.3144	0.465043	39.2	16.8
VYXB01002874.1	1	28760	614	9109	31.6725	1.16794	38.4	12.4
VYXB01002875.1	1	7917	141	1271	16.0541	0.73639	39.3	6.27
VYXB01002876.1	1	108091	1092	25608	23.6911	0.650304	39.6	13
VYXB01002877.1	1	281866	2419	67409	23.9153	0.569639	39.5	18.3
VYXB01002878.1	1	93445	535	18833	20.1541	0.392231	39.5	17.8
VYXB01002879.1	1	166870	1682	47655	28.5582	0.661749	39.5	21.5
VYXB01002880.1	1	117883	1133	35356	29.9925	0.624611	39.5	21.9
VYXB01002882.1	1	365503	3799	103065	28.1981	0.627256	38.8	18.8
VYXB01002883.1	1	288640	3174	83106	28.7923	0.712805	39.4	18.5
VYXB01002884.1	1	39791	298	8593	21.5953	0.474756	39.3	16.5
VYXB01002885.1	1	5893	1	66	1.11997	0.0111997	39.5	1
VYXB01002886.1	1	218085	2513	69617	31.922	0.762643	39.5	19.8
VYXB01002887.1	1	135101	1128	33220	24.589	0.558552	39.5	18
VYXB01002888.1	1	571619	6936	196342	34.3484	0.791455	39.5	22.1
VYXB01002889.1	1	706159	12069	203493	28.8169	1.33248	39.1	11.7
VYXB01002890.1	1	285460	2852	72792	25.4999	0.610555	39.3	17.4
VYXB01002891.1	1	211746	3777	70185	33.1458	1.04355	39.4	16.4
VYXB01002892.1	1	2662684	31357	878376	32.9884	0.789872	39.3	21.8
VYXB01002894.1	1	807	1	30	3.71747	0.0371747	39.5	2
VYXB01002895.1	1	4457	30	653	14.6511	0.344626	39.9	1.6
VYXB01002896.1	1	128744	1292	40437	31.4088	0.658042	39.6	22.2
VYXB01002897.1	1	354029	5302	106845	30.1797	0.93265	39.1	16.2
VYXB01002898.1	1	3973	21	605	15.2278	0.306821	39.2	13.8
VYXB01002899.1	1	64347	567	18200	28.2841	0.588015	39.5	22.9
VYXB01002900.1	1	4458	4	241	5.40601	0.0540601	39.9	11
VYXB01002901.1	1	5330	7	266	4.99062	0.0711069	39.7	1.57
VYXB01002902.1	1	690	9	50	7.24638	0.571014	39.4	0.444
VYXB01002903.1	1	7689	15	203	2.64014	0.083756	39.8	4.13
VYXB01002904.1	1	6150	31	620	10.0813	0.386179	39.2	6.52
VYXB01002906.1	1	7494	565	860	11.4758	3.16587	31.6	0.582
VYXB01002907.1	1	2633	8	283	10.7482	0.175085	39.9	19.4
VYXB01002911.1	1	2551	26	457	17.9145	0.667581	38	9.27
VYXB01002913.1	1	2364	2	67	2.83418	0.0431472	39.7	7
VYXB01002914.1	1	1171	5	139	11.8702	0.283518	39.9	1.8
VYXB01002915.1	1	794	2	65	8.1864	0.163728	39.9	20
VYXB01002916.1	1	595	3	53	8.90756	0.257143	38.6	24
VYXB01002917.1	1	510	2	84	16.4706	0.239216	40	0
VYXB01002919.1	1	12102	107	3725	30.78	0.572054	39.4	20.7
VYXB01002921.1	1	2137	6	104	4.86664	0.130557	39.7	0
VYXB01002922.1	1	844	7	142	16.8246	0.63981	39.3	0.714
VYXB01002923.1	1	872	4	79	9.05963	0.31078	39.4	28
VYXB01002924.1	1	3987	36	1043	26.16	0.821169	39.7	34.1
VYXB01002925.1	1	7405	68	1896	25.6043	0.586766	39.5	8.82
VYXB01002926.1	1	457	7	228	49.8906	0.833698	39.2	14.6
VYXB01002927.1	1	3147	55	728	23.1331	1.09596	39.8	6.29
VYXB01002928.1	1	601966	5625	175371	29.133	0.624045	39.5	21.7
VYXB01002929.1	1	46645	349	10252	21.9788	0.49628	39.6	14
VYXB01002930.1	1	637834	6159	188007	29.4759	0.647184	39.5	22.4
VYXB01002931.1	1	94107	914	24917	26.4773	0.619837	39.5	18.9
VYXB01002932.1	1	418563	5269	138639	33.1226	0.784427	38.9	19.8
VYXB01002933.1	1	1208828	13069	376820	31.1723	0.708	39.5	21.5
VYXB01002934.1	1	722320	7085	215816	29.8782	0.641716	39.4	21.4
VYXB01002935.1	1	81074	1101	27270	33.6359	0.858894	39.2	20.1
VYXB01002936.1	1	675	3	94	13.9259	0.21037	39	3
VYXB01002937.1	1	122184	1067	27932	22.8606	0.548599	39.4	16.4
VYXB01002938.1	1	256689	2010	60967	23.7513	0.513586	39.4	20.3
VYXB01002939.1	1	26348	220	6440	24.4421	0.529604	39.7	16.6
VYXB01002940.1	1	890307	10615	227972	25.606	0.887989	39.1	14.7
VYXB01002941.1	1	305245	2904	85825	28.1168	0.632315	39.5	21.3
VYXB01002942.1	1	4663	19	537	11.5162	0.295089	38.9	23.9
VYXB01002943.1	1	27117	229	7041	25.9653	0.528414	39.4	17.9
VYXB01002944.1	1	717570	8931	222845	31.0555	0.79387	39.5	19.3
VYXB01002945.1	1	4046	12	385	9.51557	0.159911	39.3	8.33
VYXB01002946.1	1	366876	6246	89096	24.285	1.25104	39.3	10.1
VYXB01002947.1	1	205792	1527	48770	23.6987	0.506536	39.6	19.3
VYXB01002948.1	1	200217	1582	52273	26.1082	0.532582	39.5	23
VYXB01002949.1	1	273517	2668	82073	30.0065	0.650307	39.5	24
VYXB01002950.1	1	375	1	25	6.66667	0.0666667	40	1
VYXB01002951.1	1	472	2	59	12.5	0.25	39.7	60
VYXB01002952.1	1	2176	9	357	16.4062	0.238051	40	15.8
VYXB01002953.1	1	124316	860	24685	19.8567	0.442043	39.5	17.1
VYXB01002954.1	1	12008	3230	6343	52.8231	16.6693	39.5	14.6
VYXB01002955.1	1	358384	3723	105227	29.3615	0.679902	39.5	20.7
VYXB01002956.1	1	100018	727	22941	22.9369	0.510228	39.5	19.6
VYXB01002957.1	1	1777	5	276	15.5318	0.164885	39.3	10.8
VYXB01002958.1	1	498709	5214	142676	28.6091	0.675057	39.4	19.6
VYXB01002959.1	1	320407	16081	89335	27.8817	4.69354	38.2	3.61
VYXB01002960.1	1	3480	4	181	5.20115	0.0704023	39.6	0
VYXB01002961.1	1	8916	95	2752	30.8659	0.756617	39.4	24.7
VYXB01002962.1	1	477	5	212	44.4444	0.821803	39.9	7
VYXB01002963.1	1	1438425	16947	463284	32.2077	0.775731	39.4	21.2
VYXB01002964.1	1	287986	2568	80269	27.8725	0.603838	39.5	22.9
VYXB01002965.1	1	64139	714	22467	35.0286	0.773585	39.5	24.1
VYXB01002966.1	1	846	18	196	23.1678	1.54137	39.6	1.61
VYXB01002967.1	1	16010	11248	2854	17.8264	42.9767	39.6	13.3
VYXB01002968.1	1	210511	2164	67242	31.9423	0.705854	39.5	23.4
VYXB01002970.1	1	10824	28	367	3.39061	0.177938	39.6	1
VYXB01002971.1	1	52679	436	10897	20.6857	0.543822	39	13.4
VYXB01002972.1	1	381588	3275	82487	21.6168	0.567636	39.5	15.7
VYXB01002973.1	1	52445	344	11833	22.5627	0.453427	39.5	21.8
VYXB01002974.1	1	4543	2	26	0.572309	0.0114462	39.7	1
VYXB01002975.1	1	71484	649	19786	27.6789	0.586957	39.5	20
VYXB01002976.1	1	909	2	68	7.48075	0.149615	39.5	0
VYXB01002978.1	1	14720	64	1464	9.94565	0.271807	39.6	7.78
VYXB01002979.1	1	16739	108	3822	22.8329	0.481749	39.6	23.4
VYXB01002981.1	1	313449	2842	89018	28.3995	0.622653	39.6	21.9
VYXB01002982.1	1	2506	7	132	5.26736	0.171588	39.9	3.57
VYXB01002983.1	1	86446	808	23151	26.7809	0.595181	39.4	19.7
VYXB01002984.1	1	436	1	46	10.5505	0.105505	40	10
VYXB01002985.1	1	48784	452	11951	24.4978	0.595646	39.5	17.1
VYXB01002986.1	1	137324	1131	34502	25.1245	0.565728	39.6	19.3
VYXB01002988.1	1	1437	76	391	27.2095	2.62143	39.5	2.88
VYXB01002989.1	1	6382	14	420	6.58101	0.124726	39.7	6.71
VYXB01002990.1	1	1891	13	253	13.3792	0.326282	39.9	2.85
VYXB01002991.1	1	97475	986	21066	21.6117	0.597599	39.5	13
VYXB01002992.1	1	14392	97	2828	19.6498	0.432462	39.4	27.6
VYXB01002993.1	1	76701	529	15037	19.6047	0.449081	39.5	18.8
VYXB01002994.1	1	1445	21	207	14.3253	0.811073	39.9	2.24
VYXB01002995.1	1	7780	543	1070	13.7532	4.76645	39.6	14.8
VYXB01002996.1	1	7765	435	3021	38.9053	3.67985	39.5	17.3
VYXB01002997.1	1	156679	1789	42445	27.0904	0.68768	38.8	16.1
VYXB01002998.1	1	12786	102	3307	25.8642	0.591506	39.5	19
VYXB01002999.1	1	748763	7913	236774	31.622	0.702826	39.5	23.4
VYXB01003000.1	1	13673	175	3933	28.7647	0.855994	39.5	17
VYXB01003001.1	1	2827	4	129	4.56314	0.103643	39.9	1
VYXB01003002.1	1	3376	24	400	11.8483	0.472453	39.6	2.83
VYXB01003003.1	1	372	103	141	37.9032	14.3737	39.6	4.92
VYXB01003004.1	1	158536	1788	50724	31.9953	0.747105	39.4	21.6
VYXB01003006.1	1	427	1	46	10.7728	0.107728	40	0
VYXB01003008.1	1	680	16	245	36.0294	1.82353	38.9	31.6
VYXB01003011.1	1	4051	20	468	11.5527	0.339669	39.9	6.45
VYXB01003013.1	1	812	5	94	11.5764	0.293103	39.8	0
VYXB01003014.1	1	1081	8	458	42.3682	0.53099	39.8	3.62
VYXB01003015.1	1	685	5	146	21.3139	0.516788	39.7	37.8
VYXB01003016.1	1	13938	32	715	5.12986	0.148443	39.6	8.03
VYXB01003017.1	1	2748	151	1016	36.9723	4.13937	39.5	8.23
VYXB01003019.1	1	398	1	35	8.79397	0.0879397	39.5	16
VYXB01003020.1	1	515	1	30	5.82524	0.0582524	40	1
VYXB01003022.1	1	9302	86	2708	29.112	0.595786	39.5	15.3
VYXB01003023.1	1	1345	1	35	2.60223	0.0260223	40	1
VYXB01003025.1	1	708	1	76	10.7345	0.107345	40	18
VYXB01003026.1	1	6488	54	999	15.3977	0.4459	39.6	4.98
VYXB01003030.1	1	871	839	506	58.0941	64.5327	39.5	7.53
VYXB01003032.1	1	26435	199	4366	16.516	0.511027	39.6	13.9
VYXB01003033.1	1	2961	1	36	1.21581	0.0121581	39.1	1
VYXB01003034.1	1	4408	17	570	12.931	0.249093	39.8	18.8
VYXB01003035.1	1	1081	34	513	47.4561	1.92969	39.5	5.15
VYXB01003037.1	1	741	53	287	38.7314	2.59514	38.7	4.36
VYXB01003038.1	1	969	17	284	29.3086	1.20227	39.1	25.6
VYXB01003040.1	1	512	15	105	20.5078	1.57812	39.8	10.6
VYXB01003041.1	1	1970	27	180	9.13706	0.926396	39.5	16.1
VYXB01003043.1	1	859	3	34	3.95809	0.112922	39.7	0
VYXB01003044.1	1	1269	421	356	28.0536	19.4247	39.5	10
VYXB01003047.1	1	6956	30	1087	15.6268	0.287522	38.7	8.7
VYXB01003048.1	1	5007	69	806	16.0975	0.868584	38.8	4.36
VYXB01003049.1	1	1474	15	548	37.1777	0.765265	39.7	24
VYXB01003051.1	1	966	7	150	15.528	0.415114	40	2.43
VYXB01003052.1	1	753	1	41	5.44489	0.0544489	38.5	6
VYXB01003053.1	1	948	1	63	6.64557	0.0664557	37.7	10
VYXB01003054.1	1	2474	5	147	5.94179	0.1346	39.3	4.8
VYXB01003055.1	1	562	19	366	65.1246	2.04982	38.2	18.6
VYXB01003056.1	1	1131	9	181	16.0035	0.680813	39.9	29.3
VYXB01003061.1	1	3553	12	370	10.4137	0.256403	39.4	22.8
VYXB01003063.1	1	2318	28	452	19.4996	0.667817	38.7	9.07
VYXB01003065.1	1	3374	12	292	8.65442	0.210136	39.9	0
VYXB01003066.1	1	1780	10	251	14.1011	0.320225	39.6	10.9
VYXB01003067.1	1	3304	19	482	14.5884	0.378632	39.6	9.26
VYXB01003069.1	1	8114	2	88	1.08455	0.0108455	39.6	0
VYXB01003070.1	1	2379	22	183	7.69231	0.441362	40	6.36
VYXB01003071.1	1	569	3	48	8.43585	0.156415	39.8	1.33
VYXB01003072.1	1	2136	2	58	2.71536	0.0543071	40	0
VYXB01003073.1	1	15350	114	2819	18.3648	0.44645	39.1	9.9
VYXB01003074.1	1	3218	5	211	6.55687	0.113735	38.7	1.2
VYXB01003075.1	1	32407	241	7168	22.1187	0.504397	39.6	17
VYXB01003076.1	1	779	107	499	64.0565	10.1117	39.6	14.2
VYXB01003077.1	1	4536	12	196	4.32099	0.135362	39.2	2.25
VYXB01003078.1	1	3525	25	436	12.3688	0.439716	38.7	4.48
VYXB01003079.1	1	11130	83	2817	25.31	0.502336	39.3	21.4
VYXB01003080.1	1	74957	461	14001	18.6787	0.399629	39.6	14.1
VYXB01003081.1	1	105947	1076	30029	28.3434	0.650353	39.4	19.3
VYXB01003082.1	1	85889	1038	19065	22.1973	0.69931	39.1	13.6
VYXB01003083.1	1	159849	1265	40708	25.4665	0.536025	39.6	22.7
VYXB01003084.1	1	659533	6178	183071	27.7577	0.607663	39.5	21
VYXB01003085.1	1	125011	1383	41346	33.0739	0.704562	39.3	21.5
VYXB01003086.1	1	208957	5204	50541	24.1873	1.60805	38.4	6.25
VYXB01003087.1	1	275179	2481	73805	26.8207	0.574775	39.5	20.6
VYXB01003088.1	1	993922	10857	307824	30.9706	0.710961	39.5	21.6
VYXB01003089.1	1	365179	2521	78291	21.4391	0.455429	39.5	18.3
VYXB01003091.1	1	126858	1209	36673	28.9087	0.638005	39.5	19.4
VYXB01003092.1	1	40307	463	13421	33.2969	0.756171	39.5	21
VYXB01003093.1	1	1362	6	114	8.37004	0.251101	39.4	25.7
VYXB01003094.1	1	16301	133	4215	25.8573	0.524017	39.7	17.6
VYXB01003095.1	1	53885	282	8479	15.7354	0.333618	39.7	17.9
VYXB01003096.1	1	453041	4713	124456	27.4712	0.679426	38.6	17.9
VYXB01003097.1	1	146096	1000	34549	23.6481	0.471135	39.6	22.6
VYXB01003098.1	1	386507	3429	95825	24.7926	0.562675	39	17.2
VYXB01003099.1	1	184192	1529	48416	26.2856	0.547526	39.5	21.1
VYXB01003100.1	1	836	3	79	9.44976	0.194976	39.6	0.333
VYXB01003101.1	1	56666	383	13625	24.0444	0.473088	39.6	20.9
VYXB01003102.1	1	197607	2143	62917	31.8395	0.724377	39.5	20.1
VYXB01003103.1	1	55510	461	15010	27.0402	0.586201	39.5	22.1
VYXB01003104.1	1	169861	1918	53907	31.7359	0.73546	39.5	20.9
VYXB01003105.1	1	35824	254	8151	22.7529	0.499693	39.4	20
VYXB01003106.1	1	417	4	65	15.5875	0.417266	39.7	12
VYXB01003107.1	1	29671	1577	19679	66.324	3.58805	39.4	22.1
VYXB01003108.1	1	3134	21	828	26.4199	0.41672	39.3	18
VYXB01003109.1	1	5635	33	1522	27.0098	0.423248	39.2	13.3
VYXB01003110.1	1	4659	2	54	1.15905	0.022537	39.3	1
VYXB01003111.1	1	738	12	101	13.6856	1.07182	40	0.75
VYXB01003112.1	1	54540	489	14487	26.5622	0.592666	39.6	18.8
VYXB01003113.1	1	1781	6	186	10.4436	0.175744	39.5	6.5
VYXB01003114.1	1	3753	16	581	15.4809	0.300027	39.2	24.6
VYXB01003116.1	1	2009	15	272	13.5391	0.519662	39.8	1.13
VYXB01003117.1	1	112891	1032	23054	20.4215	0.58033	38.5	14.6
VYXB01003118.1	1	2590	3	174	6.71815	0.0671815	39.5	9.33
VYXB01003119.1	1	2306	5	84	3.64267	0.0854293	39.8	5
VYXB01003120.1	1	1303	4	115	8.82579	0.161934	39.8	0
VYXB01003121.1	1	525	16	255	48.5714	2.0381	39.5	11
VYXB01003122.1	1	2508	15	217	8.65231	0.348884	39.9	14.5
VYXB01003123.1	1	5059	266	1953	38.6045	3.85294	39.6	5.59
VYXB01003124.1	1	14786	576	3020	20.4247	3.26457	36.1	2.18
VYXB01003127.1	1	239050	2187	67836	28.3773	0.61083	39.4	20.4
VYXB01003128.1	1	211506	1812	44199	20.8973	0.579246	39.4	13.9
VYXB01003129.1	1	1345185	15678	420426	31.2541	0.749996	39.3	20.6
VYXB01003130.1	1	727	3	78	10.729	0.261348	40	12.7
VYXB01003132.1	1	712	11	222	31.1798	0.625	39.9	4.91
VYXB01003133.1	1	1820	41	94	5.16484	0.765934	39.8	1.51
VYXB01003134.1	1	5975	16	367	6.14226	0.124017	39.1	5.81
VYXB01003135.1	1	7538	90	2594	34.4123	0.746882	39.1	15
VYXB01003137.1	1	173460	1675	46016	26.5283	0.615162	39.5	17.8
VYXB01003139.1	1	10012	165	2280	22.7727	1.02377	39.6	10.4
VYXB01003140.1	1	13349	147	3914	29.3205	0.69758	39.5	19.1
VYXB01003141.1	1	488	2	75	15.3689	0.307377	39.9	15
VYXB01003143.1	1	774	3	80	10.3359	0.310078	39.8	24
VYXB01003144.1	1	5622	24	292	5.19388	0.294913	39.6	2.88
VYXB01003145.1	1	7278	36	1282	17.6147	0.34515	39.9	17.6
VYXB01003146.1	1	1212	198	605	49.9175	10.5305	39.6	7.58
VYXB01003147.1	1	1383	6	138	9.97831	0.16269	35	2.5
VYXB01003148.1	1	3400	13	317	9.32353	0.289118	39.7	13
VYXB01003149.1	1	1887	433	563	29.8357	14.7769	39.5	19.2
VYXB01003151.1	1	91512	951	22741	24.8503	0.734297	39.3	15.4
VYXB01003152.1	1	1925	175	798	41.4545	5.94597	39.5	12.7
VYXB01003153.1	1	2975	9	231	7.76471	0.185882	39.8	0.667
VYXB01003154.1	1	2347	278	1020	43.4597	7.51555	39.6	12.2
VYXB01003155.1	1	736	1	28	3.80435	0.0380435	40	0
VYXB01003156.1	1	693	5	87	12.5541	0.272727	39.5	7.8
VYXB01003157.1	1	944	1	69	7.30932	0.0730932	40	12
VYXB01003158.1	1	3643	35	553	15.1798	0.643426	39.8	9.4
VYXB01003159.1	1	14689	34	980	6.67166	0.119613	39.7	7
VYXB01003160.1	1	439	2	65	14.8064	0.296128	37.5	1
VYXB01003161.1	1	4179	5	138	3.30223	0.113185	39.5	10.8
VYXB01003162.1	1	4128	2	48	1.16279	0.0218023	39.5	2
VYXB01003163.1	1	5673	100	391	6.8923	1.15265	39.5	3.56
VYXB01003169.1	1	721	1	31	4.29958	0.0429958	40	0
VYXB01003173.1	1	10538	14	405	3.84323	0.0654773	39.8	2.36
VYXB01003174.1	1	62315	398	13328	21.3881	0.427008	39.6	17.9
VYXB01003175.1	1	448	2	110	24.5536	0.245536	39.7	1
VYXB01003176.1	1	490	4	135	27.551	0.434694	39.7	12
VYXB01003177.1	1	512	2	92	17.9688	0.205078	39.8	21
VYXB01003179.1	1	88235	1446	24404	27.658	0.982014	39	11.8
